DADO COMPLETO,CEP,RUA,BAIRRO,TIPO DE SUBDIVISÃO,SUBDIVISÕES,MUNICÍPIO,ESTADO
53110460Rua Cajueiro,53110460,Rua Cajueiro,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110461Travessa do Cajueiro,53110461,Travessa do Cajueiro,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110465Rua Antônio Lopes,53110465,Rua Antônio Lopes,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110467Rua São Jorge,53110467,Rua São Jorge,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110470Rua Djalma Dutra,53110470,Rua Djalma Dutra,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
531104722ª Travessa Djalma Dutra,53110472,2ª Travessa Djalma Dutra,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
531104733ª Travessa Djalma Dutra,53110473,3ª Travessa Djalma Dutra,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110480Rua Doutor Miguel Vieira Ferreira,53110480,Rua Doutor Miguel Vieira Ferreira,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110490Rua Lúcia Santos Melo,53110490,Rua Lúcia Santos Melo,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110500Rua Isabel Burgos Vieira Ferreira,53110500,Rua Isabel Burgos Vieira Ferreira,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110510Rua Nova Luzitânia,53110510,Rua Nova Luzitânia,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110511Avenida Canal,53110511,Avenida Canal,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110520Rua Joaquim de Sousa Paiva,53110520,Rua Joaquim de Sousa Paiva,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110530Rua Tenente Joel Cruz Gouveia,53110530,Rua Tenente Joel Cruz Gouveia,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110540Rua Araçoiaba,53110540,Rua Araçoiaba,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110550Rua Cruz de Rebouças,53110550,Rua Cruz de Rebouças,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110560Rua Itapissuma,53110560,Rua Itapissuma,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110570Rua Pontas de Pedra,53110570,Rua Pontas de Pedra,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110580Rua Sancho Melo,53110580,Rua Sancho Melo,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110590Rua da Fábrica de Velas,53110590,Rua da Fábrica de Velas,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110591Rua Feira Nova,53110591,Rua Feira Nova,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110600Rua Nova,53110600,Rua Nova,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110610Rua Cláudio Nigro,53110610,Rua Cláudio Nigro,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
531106111ª Travessa Cláudio Nigro,53110611,1ª Travessa Cláudio Nigro,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110612Travessa Cláudio Nigro,53110612,Travessa Cláudio Nigro,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
531106133ª Travessa Cláudio Nigro,53110613,3ª Travessa Cláudio Nigro,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
531106144ª Paralela Cláudio Nigro,53110614,4ª Paralela Cláudio Nigro,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110620Rua Ponta Negra,53110620,Rua Ponta Negra,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110631Travessa Waldemar de Lima,53110631,Travessa Waldemar de Lima,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110640Rua Felismina Pereira,53110640,Rua Felismina Pereira,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110650Rua Severino Pereira,53110650,Rua Severino Pereira,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110660Avenida Olinda Dom Hélder Câmara,53110660,Avenida Olinda Dom Hélder Câmara,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110670Rua Itália,53110670,Rua Itália,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110680Rua Alemanha,53110680,Rua Alemanha,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110690Rua Inglaterra,53110690,Rua Inglaterra,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110700Rua Exu,53110700,Rua Exu,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110710Avenida Governador Agamenon Magalhães,53110710,Avenida Governador Agamenon Magalhães,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110721Rua Belém,53110721,Rua Belém,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110730Rua Thiago José do Carmo,53110730,Rua Thiago José do Carmo,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110731Vila Dominó,53110731,Vila Dominó,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110750Avenida Pontamita,53110750,Avenida Pontamita,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110751Rua Ponte Preta,53110751,Rua Ponte Preta,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110760Rua Prefeito Assis Rocha,53110760,Rua Prefeito Assis Rocha,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110770Rua Sérgio Gonçalves,53110770,Rua Sérgio Gonçalves,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110771Vila Zulmira,53110771,Vila Zulmira,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110790Rua Padre Cícero Romão,53110790,Rua Padre Cícero Romão,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110800Rua Memorial Arcoverde,53110800,Rua Memorial Arcoverde,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
531108021ª Travessa Memorial Arcoverde,53110802,1ª Travessa Memorial Arcoverde,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
531108052ª Travessa Memorial Arcoverde,53110805,2ª Travessa Memorial Arcoverde,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110900Avenida Professor Andrade Bezerra,53110900,Avenida Professor Andrade Bezerra,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110901Avenida Olinda Dom Hélder Câmara,53110901,Avenida Olinda Dom Hélder Câmara,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
531104711ª Travessa Djalma Dutra,53110471,1ª Travessa Djalma Dutra,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110630Rua Waldemar de Lima,53110630,Rua Waldemar de Lima,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110970Avenida Professor Andrade Bezerra Loja 19,53110970,Avenida Professor Andrade Bezerra Loja 19,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110225Avenida Luíz Correia de Brito,53110225,Avenida Luíz Correia de Brito,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110720Rodovia PE-01,53110720,Rodovia PE-01,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53110780Rua Quatro de Outubro,53110780,Rua Quatro de Outubro,Salgadinho,Região Político-Administrativa,RPA 3,Olinda,Pernambuco
53010005Avenida Olinda Dom Hélder Câmara,53010005,Avenida Olinda Dom Hélder Câmara,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010010Rua Duarte Coelho,53010010,Rua Duarte Coelho,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010020Rua Severina Magalhães,53010020,Rua Severina Magalhães,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010030Rua Santa Tereza,53010030,Rua Santa Tereza,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530100312ª Travessa Santa Tereza,53010031,2ª Travessa Santa Tereza,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530100321ª Travessa Santa Tereza,53010032,1ª Travessa Santa Tereza,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530100333ª Travessa Santa Tereza,53010033,3ª Travessa Santa Tereza,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010040Rua Josué Gonçalves de Lira,53010040,Rua Josué Gonçalves de Lira,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010050Rua Chã Grande,53010050,Rua Chã Grande,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010060Rua José Bonifácio,53010060,Rua José Bonifácio,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530100682ª Travessa Campos Sales,53010068,2ª Travessa Campos Sales,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530100693ª Travessa Campos Sales,53010069,3ª Travessa Campos Sales,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010070Rua Campos Sales,53010070,Rua Campos Sales,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530100711ª Travessa Campos Sales,53010071,1ª Travessa Campos Sales,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010072Beco Campos Sales,53010072,Beco Campos Sales,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010073Travessa Campos Sales,53010073,Travessa Campos Sales,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010080Rua Bonito,53010080,Rua Bonito,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010090Rua Marambu,53010090,Rua Marambu,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010100Rua Joventina Bezerra de Lima,53010100,Rua Joventina Bezerra de Lima,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010110Rua do Piza,53010110,Rua do Piza,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010111Travessa do Piza,53010111,Travessa do Piza,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010120Avenida Presidente Kennedy,53010120,Avenida Presidente Kennedy,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010140Rua Monte Castelo,53010140,Rua Monte Castelo,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010141Travessa Monte Castelo,53010141,Travessa Monte Castelo,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010150Rua Epitácio Pessoa Sobrinho,53010150,Rua Epitácio Pessoa Sobrinho,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010160Rua Onze de Agosto,53010160,Rua Onze de Agosto,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010170Rua Matias de Albuquerque,53010170,Rua Matias de Albuquerque,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010220Rua Paulo Nunes Viana,53010220,Rua Paulo Nunes Viana,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010310Rua Maria Adalgisa Ferreira de Castro,53010310,Rua Maria Adalgisa Ferreira de Castro,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010320Rua Braz Miranda,53010320,Rua Braz Miranda,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010340Rua Alemanha,53010340,Rua Alemanha,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010350Travessa Olinda,53010350,Travessa Olinda,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530103522ª Travessa Olinda,53010352,2ª Travessa Olinda,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010360Rua Monteiro Lobato,53010360,Rua Monteiro Lobato,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010361Travessa Monteiro Lobato,53010361,Travessa Monteiro Lobato,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530103621ª Travessa Monteiro Lobato,53010362,1ª Travessa Monteiro Lobato,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530103632ª Travessa Monteiro Lobato,53010363,2ª Travessa Monteiro Lobato,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010370Rua Rodrigues Alves,53010370,Rua Rodrigues Alves,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010380Rua Maurício de Nassau,53010380,Rua Maurício de Nassau,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010381Travessa Maurício de Nassau,53010381,Travessa Maurício de Nassau,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010390Rua Nelsina Pereira da Silva,53010390,Rua Nelsina Pereira da Silva,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530104002ª Travessa Diamante,53010400,2ª Travessa Diamante,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
530104013ª Travessa Diamante,53010401,3ª Travessa Diamante,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010410Rua Benedito Magalhães,53010410,Rua Benedito Magalhães,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010420Rua Casuarina,53010420,Rua Casuarina,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010430Rua Central,53010430,Rua Central,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010440Rua Cerejeira,53010440,Rua Cerejeira,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010450Rua Doutor Arnulfo Lins e Silva,53010450,Rua Doutor Arnulfo Lins e Silva,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010460Rua Doutor Francisco Pedro Advíncula,53010460,Rua Doutor Francisco Pedro Advíncula,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010470Rua Doutor Paulo Pessoa Guerra,53010470,Rua Doutor Paulo Pessoa Guerra,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010480Praça do Jacaré,53010480,Praça do Jacaré,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010490Rua José Maria de Sousa Delgado,53010490,Rua José Maria de Sousa Delgado,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010500Rua Marabas,53010500,Rua Marabas,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010510Rua Marechal Mascarenhas de Morais,53010510,Rua Marechal Mascarenhas de Morais,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010520Rua Pau Ferro,53010520,Rua Pau Ferro,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010530Largo Santa Cruz dos Milagres,53010530,Largo Santa Cruz dos Milagres,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010540Rua Severino Miranda Magalhães,53010540,Rua Severino Miranda Magalhães,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010560Rua Gurupi,53010560,Rua Gurupi,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010570Beco do Jasmim,53010570,Beco do Jasmim,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010590Rua Vidal de Negreiros,53010590,Rua Vidal de Negreiros,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010330Rua Afonso Cavalcanti Gouveia,53010330,Rua Afonso Cavalcanti Gouveia,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53010585Rodovia PE-01,53010585,Rodovia PE-01,Santa Tereza,Região Político-Administrativa,RPA 8,Olinda,Pernambuco
53210360Avenida Tomaz Comber,53210360,Avenida Tomaz Comber,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210361Rua Sobradinho,53210361,Rua Sobradinho,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210370Rua Maria Edith,53210370,Rua Maria Edith,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210380Rua Uberaba,53210380,Rua Uberaba,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210390Vila das Rosas,53210390,Vila das Rosas,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210400Rua Bom Jesus do Monte,53210400,Rua Bom Jesus do Monte,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210410Vila Marlúcia,53210410,Vila Marlúcia,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210440Rua Luís Bezerra de Menezes,53210440,Rua Luís Bezerra de Menezes,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210441Travessa Luís Bezerra de Menezes,53210441,Travessa Luís Bezerra de Menezes,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210445Rua Maria José Regueira,53210445,Rua Maria José Regueira,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210450Rua Engenheiro Fernandes Dias,53210450,Rua Engenheiro Fernandes Dias,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210451Travessa Engenheiro Fernandes Dias,53210451,Travessa Engenheiro Fernandes Dias,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210460Estrada do Caenga,53210460,Estrada do Caenga,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210461Travessa do Caenga,53210461,Travessa do Caenga,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53210470Rua Marcos Valença,53210470,Rua Marcos Valença,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270320Avenida Presidente Kennedy,53270320,Avenida Presidente Kennedy,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270325Rua Policarpo de Andrade,53270325,Rua Policarpo de Andrade,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270340Avenida Doutor Romeu Persivo da Cunha,53270340,Avenida Doutor Romeu Persivo da Cunha,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270355Rua João Olímpio,53270355,Rua João Olímpio,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270356Vila Pinheiro,53270356,Vila Pinheiro,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270357Vila Azul,53270357,Vila Azul,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270360Rua Severina Paraíso da Silva,53270360,Rua Severina Paraíso da Silva,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270370Rua Capitão João Gonçalves da Luz,53270370,Rua Capitão João Gonçalves da Luz,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270375Travessa São Benedito,53270375,Travessa São Benedito,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270380Rua Dunas,53270380,Rua Dunas,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270390Rua Maria de Fátima Pinto,53270390,Rua Maria de Fátima Pinto,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270500Rua Dutra Macêdo,53270500,Rua Dutra Macêdo,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
53270501Travessa Auta Macêdo,53270501,Travessa Auta Macêdo,São Benedito,Região Político-Administrativa,RPA 1,Olinda,Pernambuco
